# Field extents   
# Reference position: (0.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# Threshold       : 5.0000000000e-01
# Time            	alpha_internal    
0.84425           (1.2708333335e-01 4.0208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.844813          (1.2708333335e-01 4.0208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.845235          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.845711          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.846131          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.846594          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.847109          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.84757           (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.84803           (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.848509          (1.2708333335e-01 3.9791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.849056          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.849577          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.849903          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.850263          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.850669          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.851113          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.851607          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.852007          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.852354          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.852737          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.853164          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.853652          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.854026          (1.2708333335e-01 3.9375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.854399          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.85483           (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.855261          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.855735          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.856268          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.856579          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.856921          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.857306          (1.2708333335e-01 3.8958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.857755          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.858129          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.858597          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.858948          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.859298          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.859649          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.86              (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.8604            (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.860856          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.861224          (1.2708333335e-01 3.8541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.861641          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.862016          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.862399          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.862828          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.863193          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.863603          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.864013          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.86447           (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.864914          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.865416          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.865858          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.866346          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.866748          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.867189          (1.2708333335e-01 3.8125000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.867578          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.867978          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.868423          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.868927          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.869322          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.869656          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.870025          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.870441          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.870823          (1.2708333335e-01 3.7708333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.87126           (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.871746          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.872296          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.872663          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.873049          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.873484          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.873867          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.874305          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.87464           (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.875023          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.875438          (1.2708333335e-01 3.7291666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.875894          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.876304          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.876766          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.877171          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.877454          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.877772          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.878143          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.878607          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.878956          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.879304          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.879652          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.88              (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.880408          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.880864          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.881289          (1.2708333335e-01 3.6875000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.881623          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.881998          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.882417          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.882791          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.883191          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.883622          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.884104          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.884652          (1.2708333335e-01 3.6458333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.885078          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.88541           (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.885784          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.886215          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.886559          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.886904          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.887268          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.887679          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.888089          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.88853           (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.889029          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.889343          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.889698          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.890094          (1.2708333335e-01 3.6041666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.890436          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.890818          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.891171          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.891573          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.892016          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.892436          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.892834          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.893282          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.893636          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.89401           (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.894438          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.894786          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.895187          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.895557          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.895961          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.89641           (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.896769          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.897173          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.897487          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.897846          (1.2708333335e-01 3.5625000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.898277          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.898621          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.898897          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.899173          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.899449          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.899724          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.9               (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.900317          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.900682          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.901093          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.901388          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.901721          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.902102          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.902538          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.903023          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.903384          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.903771          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.904198          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.904593          (1.2708333335e-01 3.5208333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.905033          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.905345          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.905694          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.906081          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.906457          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.90688           (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.907366          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.907749          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.908186          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.9087            (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.909135          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.909464          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.909827          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.910234          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.910659          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.911126          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.911432          (1.2708333335e-01 3.4791666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.911774          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.912166          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.912601          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.913095          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.913382          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.913697          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.914048          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.914444          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.914792          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.915192          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.915493          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.915839          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.916218          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.916638          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.917058          (1.2708333335e-01 3.4375000000e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.917352          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.917683          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.918069          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.918391          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.918793          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.919196          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.919464          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.919732          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.92              (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.920313          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.920677          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.921088          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.92142           (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.921792          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.922215          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.922683          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.923029          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.923415          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.92374           (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.924102          (1.2708333335e-01 3.3958333335e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
0.924455          (1.2708333335e-01 3.3541666665e-01 1.0050000000e+00) (6.2291666665e-01 9.9791666665e-01 1.0050000000e+00)
