# Region type :   patch outlet
# Faces           : 180
# Area            : 7.5000000000e-03
# Scale factor    : 1.0000000000e+00
# Time            	sum(myPhi)
0.146671          	0.0000000000e+00
0.147277          	0.0000000000e+00
0.147855          	0.0000000000e+00
0.148341          	0.0000000000e+00
0.148896          	0.0000000000e+00
0.149513          	0.0000000000e+00
0.150096          	0.0000000000e+00
0.150678          	0.0000000000e+00
0.151261          	0.0000000000e+00
0.151933          	0.0000000000e+00
0.152471          	0.0000000000e+00
0.15305           	0.0000000000e+00
0.153629          	0.0000000000e+00
0.154054          	0.0000000000e+00
0.154549          	0.0000000000e+00
0.155094          	0.0000000000e+00
0.15554           	0.0000000000e+00
0.156036          	0.0000000000e+00
0.156602          	0.0000000000e+00
0.157282          	0.0000000000e+00
0.157825          	0.0000000000e+00
0.158369          	0.0000000000e+00
0.158913          	0.0000000000e+00
0.159456          	0.0000000000e+00
0.16              	0.0000000000e+00
0.160541          	0.0000000000e+00
0.161081          	0.0000000000e+00
0.161691          	0.0000000000e+00
0.162173          	0.0000000000e+00
0.162713          	0.0000000000e+00
0.163331          	0.0000000000e+00
0.163998          	0.0000000000e+00
0.16476           	0.0000000000e+00
0.165324          	0.0000000000e+00
0.165962          	0.0000000000e+00
0.166524          	0.0000000000e+00
0.167165          	0.0000000000e+00
0.167878          	0.0000000000e+00
0.168516          	0.0000000000e+00
0.169038          	0.0000000000e+00
0.169615          	0.0000000000e+00
0.170264          	0.0000000000e+00
0.170873          	0.0000000000e+00
0.17141           	0.0000000000e+00
0.171819          	0.0000000000e+00
0.172273          	0.0000000000e+00
0.172788          	0.0000000000e+00
0.173389          	0.0000000000e+00
0.17405           	0.0000000000e+00
0.174794          	0.0000000000e+00
0.175267          	0.0000000000e+00
0.175793          	0.0000000000e+00
0.176394          	0.0000000000e+00
0.176795          	0.0000000000e+00
0.177253          	0.0000000000e+00
0.177802          	0.0000000000e+00
0.178352          	0.0000000000e+00
0.178901          	0.0000000000e+00
0.179451          	0.0000000000e+00
0.18              	0.0000000000e+00
0.180556          	0.0000000000e+00
0.181111          	0.0000000000e+00
0.181561          	0.0000000000e+00
0.182073          	0.0000000000e+00
0.182571          	0.0000000000e+00
0.183133          	0.0000000000e+00
0.183677          	0.0000000000e+00
0.184282          	0.0000000000e+00
0.184824          	0.0000000000e+00
0.185366          	0.0000000000e+00
0.185976          	0.0000000000e+00
0.186613          	0.0000000000e+00
0.187318          	0.0000000000e+00
0.187755          	0.0000000000e+00
0.188245          	0.0000000000e+00
0.188805          	0.0000000000e+00
0.189427          	0.0000000000e+00
0.190087          	0.0000000000e+00
0.190707          	0.0000000000e+00
0.191422          	0.0000000000e+00
0.192082          	0.0000000000e+00
0.192801          	0.0000000000e+00
0.193251          	0.0000000000e+00
0.193771          	0.0000000000e+00
0.194337          	0.0000000000e+00
0.194903          	0.0000000000e+00
0.19554           	0.0000000000e+00
0.196036          	0.0000000000e+00
0.196602          	0.0000000000e+00
0.197168          	0.0000000000e+00
0.197735          	0.0000000000e+00
0.198301          	0.0000000000e+00
0.198726          	0.0000000000e+00
0.199151          	0.0000000000e+00
0.199575          	0.0000000000e+00
0.2               	0.0000000000e+00
0.200488          	0.0000000000e+00
0.201045          	0.0000000000e+00
0.201657          	0.0000000000e+00
0.202127          	0.0000000000e+00
0.202653          	0.0000000000e+00
0.203178          	0.0000000000e+00
0.203529          	0.0000000000e+00
0.203921          	0.0000000000e+00
0.204368          	0.0000000000e+00
0.204872          	0.0000000000e+00
0.205394          	0.0000000000e+00
0.205978          	0.0000000000e+00
0.206615          	0.0000000000e+00
0.207253          	0.0000000000e+00
0.207961          	0.0000000000e+00
0.208563          	0.0000000000e+00
0.209083          	0.0000000000e+00
0.209557          	0.0000000000e+00
0.210079          	0.0000000000e+00
0.210575          	0.0000000000e+00
0.21113           	0.0000000000e+00
0.211763          	0.0000000000e+00
0.212248          	0.0000000000e+00
0.212802          	0.0000000000e+00
0.213402          	0.0000000000e+00
0.213731          	0.0000000000e+00
0.2141            	0.0000000000e+00
0.214522          	0.0000000000e+00
0.214978          	0.0000000000e+00
0.21548           	0.0000000000e+00
0.216045          	0.0000000000e+00
0.21654           	0.0000000000e+00
0.217034          	0.0000000000e+00
0.217627          	0.0000000000e+00
0.21822           	0.0000000000e+00
0.218814          	0.0000000000e+00
0.219209          	0.0000000000e+00
0.219605          	0.0000000000e+00
0.22              	0.0000000000e+00
0.220455          	0.0000000000e+00
0.220969          	0.0000000000e+00
0.221546          	0.0000000000e+00
0.222007          	0.0000000000e+00
0.222536          	0.0000000000e+00
0.223008          	0.0000000000e+00
0.22348           	0.0000000000e+00
0.224013          	0.0000000000e+00
0.224483          	0.0000000000e+00
0.225018          	0.0000000000e+00
0.225618          	0.0000000000e+00
0.226302          	0.0000000000e+00
0.226925          	0.0000000000e+00
0.227548          	0.0000000000e+00
0.228114          	0.0000000000e+00
0.228739          	0.0000000000e+00
0.229156          	0.0000000000e+00
0.229628          	0.0000000000e+00
0.230174          	0.0000000000e+00
0.230691          	0.0000000000e+00
0.231273          	0.0000000000e+00
0.231896          	0.0000000000e+00
0.232346          	0.0000000000e+00
0.232857          	0.0000000000e+00
0.233406          	0.0000000000e+00
0.233956          	0.0000000000e+00
0.234387          	0.0000000000e+00
0.234855          	0.0000000000e+00
0.23537           	0.0000000000e+00
0.235833          	0.0000000000e+00
0.236353          	0.0000000000e+00
0.236961          	0.0000000000e+00
0.237569          	0.0000000000e+00
0.238177          	0.0000000000e+00
0.238784          	0.0000000000e+00
0.239392          	0.0000000000e+00
0.24              	0.0000000000e+00
0.240571          	0.0000000000e+00
0.24107           	0.0000000000e+00
0.241626          	0.0000000000e+00
0.242086          	0.0000000000e+00
0.242598          	0.0000000000e+00
0.243178          	0.0000000000e+00
0.243825          	0.0000000000e+00
0.2443            	0.0000000000e+00
0.244736          	0.0000000000e+00
0.245229          	0.0000000000e+00
0.245776          	0.0000000000e+00
0.246284          	0.0000000000e+00
0.246833          	0.0000000000e+00
0.247359          	0.0000000000e+00
0.247781          	0.0000000000e+00
0.248251          	0.0000000000e+00
0.248785          	0.0000000000e+00
0.249375          	0.0000000000e+00
0.250039          	0.0000000000e+00
0.250563          	0.0000000000e+00
0.251153          	0.0000000000e+00
0.251619          	0.0000000000e+00
0.252             	0.0000000000e+00
0.252421          	0.0000000000e+00
0.252894          	0.0000000000e+00
0.253289          	0.0000000000e+00
0.253737          	0.0000000000e+00
0.254259          	0.0000000000e+00
0.25478           	0.0000000000e+00
0.25536           	0.0000000000e+00
0.25594           	0.0000000000e+00
0.256448          	0.0000000000e+00
0.256803          	0.0000000000e+00
0.257203          	0.0000000000e+00
0.257552          	0.0000000000e+00
0.25796           	0.0000000000e+00
0.25847           	0.0000000000e+00
0.25898           	0.0000000000e+00
0.25949           	0.0000000000e+00
0.26              	0.0000000000e+00
0.260541          	0.0000000000e+00
0.261066          	0.0000000000e+00
0.261411          	0.0000000000e+00
0.261798          	0.0000000000e+00
0.262242          	0.0000000000e+00
0.262749          	0.0000000000e+00
0.263288          	0.0000000000e+00
0.263885          	0.0000000000e+00
0.264441          	0.0000000000e+00
0.265063          	0.0000000000e+00
0.265617          	0.0000000000e+00
0.266242          	0.0000000000e+00
0.266686          	0.0000000000e+00
0.267179          	0.0000000000e+00
0.267736          	0.0000000000e+00
0.268382          	0.0000000000e+00
0.268963          	0.0000000000e+00
0.269612          	0.0000000000e+00
0.270189          	0.0000000000e+00
0.270734          	0.0000000000e+00
0.271279          	0.0000000000e+00
0.271738          	0.0000000000e+00
0.272254          	0.0000000000e+00
0.272808          	0.0000000000e+00
0.273407          	0.0000000000e+00
0.273914          	0.0000000000e+00
0.274467          	0.0000000000e+00
0.275082          	0.0000000000e+00
0.275697          	0.0000000000e+00
0.276175          	0.0000000000e+00
0.276721          	0.0000000000e+00
0.277086          	0.0000000000e+00
0.277502          	0.0000000000e+00
0.277918          	0.0000000000e+00
0.278439          	0.0000000000e+00
0.278959          	0.0000000000e+00
0.27948           	0.0000000000e+00
0.28              	0.0000000000e+00
0.280541          	0.0000000000e+00
0.28104           	0.0000000000e+00
0.281597          	0.0000000000e+00
0.281965          	0.0000000000e+00
0.282375          	0.0000000000e+00
0.282839          	0.0000000000e+00
0.283359          	0.0000000000e+00
0.283953          	0.0000000000e+00
0.284455          	0.0000000000e+00
0.28501           	0.0000000000e+00
0.285586          	0.0000000000e+00
0.286141          	0.0000000000e+00
0.286674          	0.0000000000e+00
0.287104          	0.0000000000e+00
0.287581          	0.0000000000e+00
0.288041          	0.0000000000e+00
0.288454          	0.0000000000e+00
0.288916          	0.0000000000e+00
0.289443          	0.0000000000e+00
0.289999          	0.0000000000e+00
0.290624          	0.0000000000e+00
0.29105           	0.0000000000e+00
0.291521          	0.0000000000e+00
0.291945          	0.0000000000e+00
0.292419          	0.0000000000e+00
0.292961          	0.0000000000e+00
0.293547          	0.0000000000e+00
0.294134          	0.0000000000e+00
0.294667          	0.0000000000e+00
0.2952            	0.0000000000e+00
0.2958            	0.0000000000e+00
0.2964            	0.0000000000e+00
0.29685           	0.0000000000e+00
0.2973            	0.0000000000e+00
0.29784           	0.0000000000e+00
0.29838           	0.0000000000e+00
0.29892           	0.0000000000e+00
0.29946           	0.0000000000e+00
0.3               	0.0000000000e+00
0.300606          	0.0000000000e+00
0.301079          	0.0000000000e+00
0.301473          	0.0000000000e+00
0.301914          	0.0000000000e+00
0.302417          	0.0000000000e+00
0.302856          	0.0000000000e+00
0.303361          	0.0000000000e+00
0.303897          	0.0000000000e+00
0.304434          	0.0000000000e+00
0.304953          	0.0000000000e+00
0.30551           	0.0000000000e+00
0.306114          	0.0000000000e+00
0.306522          	0.0000000000e+00
0.306972          	0.0000000000e+00
0.307473          	0.0000000000e+00
0.30792           	0.0000000000e+00
0.308423          	0.0000000000e+00
0.308975          	0.0000000000e+00
0.309587          	0.0000000000e+00
0.3102            	0.0000000000e+00
0.31069           	0.0000000000e+00
0.31118           	0.0000000000e+00
0.311621          	0.0000000000e+00
0.31202           	0.0000000000e+00
0.312463          	0.0000000000e+00
0.31284           	0.0000000000e+00
0.313261          	0.0000000000e+00
0.313743          	0.0000000000e+00
0.314311          	0.0000000000e+00
0.31488           	0.0000000000e+00
0.31552           	0.0000000000e+00
0.31616           	0.0000000000e+00
0.316544          	0.0000000000e+00
0.316976          	0.0000000000e+00
0.317408          	0.0000000000e+00
0.317732          	0.0000000000e+00
0.31811           	0.0000000000e+00
0.318583          	0.0000000000e+00
0.319055          	0.0000000000e+00
0.319528          	0.0000000000e+00
0.32              	0.0000000000e+00
0.320541          	0.0000000000e+00
0.320922          	0.0000000000e+00
0.321346          	0.0000000000e+00
0.321824          	0.0000000000e+00
0.322257          	0.0000000000e+00
0.322737          	0.0000000000e+00
0.323129          	0.0000000000e+00
0.323573          	0.0000000000e+00
0.324071          	0.0000000000e+00
0.32464           	0.0000000000e+00
0.325105          	0.0000000000e+00
0.325586          	0.0000000000e+00
0.325955          	0.0000000000e+00
0.326368          	0.0000000000e+00
0.326838          	0.0000000000e+00
0.327326          	0.0000000000e+00
0.327735          	0.0000000000e+00
0.328189          	0.0000000000e+00
0.328611          	0.0000000000e+00
0.329085          	0.0000000000e+00
0.329605          	0.0000000000e+00
0.330183          	0.0000000000e+00
0.33065           	0.0000000000e+00
0.331095          	0.0000000000e+00
0.331482          	0.0000000000e+00
0.331908          	0.0000000000e+00
0.332384          	0.0000000000e+00
0.332928          	0.0000000000e+00
0.333344          	0.0000000000e+00
0.33382           	0.0000000000e+00
0.334206          	0.0000000000e+00
0.334652          	0.0000000000e+00
0.335138          	0.0000000000e+00
0.335678          	0.0000000000e+00
0.336071          	0.0000000000e+00
0.336508          	0.0000000000e+00
0.337006          	0.0000000000e+00
0.337505          	0.0000000000e+00
0.338004          	0.0000000000e+00
0.338503          	0.0000000000e+00
0.339002          	0.0000000000e+00
0.339501          	0.0000000000e+00
0.34              	0.0000000000e+00
0.340556          	0.0000000000e+00
0.341183          	0.0000000000e+00
0.341653          	0.0000000000e+00
0.342177          	0.0000000000e+00
0.342623          	0.0000000000e+00
0.343037          	0.0000000000e+00
0.343508          	0.0000000000e+00
0.34404           	0.0000000000e+00
0.344555          	0.0000000000e+00
0.345127          	0.0000000000e+00
0.345564          	0.0000000000e+00
0.346062          	0.0000000000e+00
0.346449          	0.0000000000e+00
0.346886          	0.0000000000e+00
0.347372          	0.0000000000e+00
0.347921          	0.0000000000e+00
0.348557          	0.0000000000e+00
0.348965          	0.0000000000e+00
0.349407          	0.0000000000e+00
0.349867          	0.0000000000e+00
0.350374          	0.0000000000e+00
0.350909          	0.0000000000e+00
0.351477          	0.0000000000e+00
0.352133          	0.0000000000e+00
0.352595          	0.0000000000e+00
0.353089          	0.0000000000e+00
0.353665          	0.0000000000e+00
0.354061          	0.0000000000e+00
0.354518          	0.0000000000e+00
0.354975          	0.0000000000e+00
0.355477          	0.0000000000e+00
0.35598           	0.0000000000e+00
0.356554          	0.0000000000e+00
0.357046          	0.0000000000e+00
0.357539          	0.0000000000e+00
0.358154          	0.0000000000e+00
0.358615          	0.0000000000e+00
0.358962          	0.0000000000e+00
0.359308          	0.0000000000e+00
0.359654          	0.0000000000e+00
0.36              	0.0000000000e+00
0.360392          	0.0000000000e+00
0.360838          	0.0000000000e+00
0.361356          	0.0000000000e+00
0.361834          	0.0000000000e+00
0.362368          	0.0000000000e+00
0.362976          	0.0000000000e+00
0.363477          	0.0000000000e+00
0.36388           	0.0000000000e+00
0.364328          	0.0000000000e+00
0.364788          	0.0000000000e+00
0.365279          	0.0000000000e+00
0.365787          	0.0000000000e+00
0.366355          	0.0000000000e+00
0.367005          	0.0000000000e+00
0.367727          	0.0000000000e+00
0.368449          	0.0000000000e+00
0.36893           	0.0000000000e+00
0.369433          	0.0000000000e+00
0.369914          	0.0000000000e+00
0.370418          	0.0000000000e+00
0.370982          	0.0000000000e+00
0.371512          	0.0000000000e+00
0.372078          	0.0000000000e+00
0.372687          	0.0000000000e+00
0.37325           	0.0000000000e+00
0.373864          	0.0000000000e+00
0.374545          	0.0000000000e+00
0.375227          	0.0000000000e+00
0.375661          	0.0000000000e+00
0.376143          	0.0000000000e+00
0.376694          	0.0000000000e+00
0.377355          	0.0000000000e+00
0.378017          	0.0000000000e+00
0.378512          	0.0000000000e+00
0.379008          	0.0000000000e+00
0.379504          	0.0000000000e+00
0.38              	0.0000000000e+00
0.380476          	0.0000000000e+00
0.380883          	0.0000000000e+00
0.381338          	0.0000000000e+00
0.381744          	0.0000000000e+00
0.3822            	0.0000000000e+00
0.382709          	0.0000000000e+00
0.383217          	0.0000000000e+00
0.383796          	0.0000000000e+00
0.384444          	0.0000000000e+00
0.385             	0.0000000000e+00
0.3855            	0.0000000000e+00
0.386057          	0.0000000000e+00
0.386424          	0.0000000000e+00
0.386836          	0.0000000000e+00
0.387306          	0.0000000000e+00
0.387835          	0.0000000000e+00
0.388443          	0.0000000000e+00
0.389021          	0.0000000000e+00
0.389667          	0.0000000000e+00
0.390356          	0.0000000000e+00
0.390999          	0.0000000000e+00
0.391374          	0.0000000000e+00
0.391805          	0.0000000000e+00
0.392287          	0.0000000000e+00
0.392801          	0.0000000000e+00
0.393315          	0.0000000000e+00
0.393872          	0.0000000000e+00
0.394344          	0.0000000000e+00
0.394858          	0.0000000000e+00
0.395429          	0.0000000000e+00
0.395937          	0.0000000000e+00
0.396518          	0.0000000000e+00
0.396953          	0.0000000000e+00
0.397461          	0.0000000000e+00
0.398096          	0.0000000000e+00
0.39873           	0.0000000000e+00
0.399365          	0.0000000000e+00
0.4               	0.0000000000e+00
0.400571          	0.0000000000e+00
0.401127          	0.0000000000e+00
0.401483          	0.0000000000e+00
0.401877          	0.0000000000e+00
0.402319          	0.0000000000e+00
0.40281           	0.0000000000e+00
0.403364          	0.0000000000e+00
0.40398           	0.0000000000e+00
0.404677          	0.0000000000e+00
0.405188          	0.0000000000e+00
0.405757          	0.0000000000e+00
0.406351          	0.0000000000e+00
0.406791          	0.0000000000e+00
0.40728           	0.0000000000e+00
0.407833          	0.0000000000e+00
0.408442          	0.0000000000e+00
0.40905           	0.0000000000e+00
0.409626          	0.0000000000e+00
0.410275          	0.0000000000e+00
0.410698          	0.0000000000e+00
0.411187          	0.0000000000e+00
0.411554          	0.0000000000e+00
0.411957          	0.0000000000e+00
0.412403          	0.0000000000e+00
0.41291           	0.0000000000e+00
0.413455          	0.0000000000e+00
0.41405           	0.0000000000e+00
0.414546          	0.0000000000e+00
0.415091          	0.0000000000e+00
0.415637          	0.0000000000e+00
0.416122          	0.0000000000e+00
0.416509          	0.0000000000e+00
0.416946          	0.0000000000e+00
0.417455          	0.0000000000e+00
0.417964          	0.0000000000e+00
0.418473          	0.0000000000e+00
0.418982          	0.0000000000e+00
0.419491          	0.0000000000e+00
0.42              	0.0000000000e+00
0.420571          	0.0000000000e+00
0.421097          	0.0000000000e+00
0.421536          	0.0000000000e+00
0.422035          	0.0000000000e+00
0.422484          	0.0000000000e+00
0.422985          	0.0000000000e+00
0.423471          	0.0000000000e+00
0.424022          	0.0000000000e+00
0.424537          	0.0000000000e+00
0.425006          	0.0000000000e+00
0.425541          	0.0000000000e+00
0.426008          	0.0000000000e+00
0.426445          	0.0000000000e+00
0.426929          	0.0000000000e+00
0.427396          	0.0000000000e+00
0.427816          	0.0000000000e+00
0.428285          	0.0000000000e+00
0.428817          	0.0000000000e+00
0.429326          	0.0000000000e+00
0.429887          	0.0000000000e+00
0.43042           	0.0000000000e+00
0.430983          	0.0000000000e+00
0.431375          	0.0000000000e+00
0.431806          	0.0000000000e+00
0.432288          	0.0000000000e+00
0.432839          	0.0000000000e+00
0.43349           	0.0000000000e+00
0.434082          	0.0000000000e+00
0.434505          	0.0000000000e+00
0.434963          	0.0000000000e+00
0.435421          	0.0000000000e+00
0.435929          	0.0000000000e+00
0.436336          	0.0000000000e+00
0.436794          	0.0000000000e+00
0.437329          	0.0000000000e+00
0.437997          	0.0000000000e+00
0.438497          	0.0000000000e+00
0.438873          	0.0000000000e+00
0.439249          	0.0000000000e+00
0.439624          	0.0000000000e+00
0.44              	0.0000000000e+00
0.440435          	0.0000000000e+00
0.440842          	0.0000000000e+00
0.441218          	0.0000000000e+00
0.441635          	0.0000000000e+00
0.442106          	0.0000000000e+00
0.44259           	0.0000000000e+00
0.443048          	0.0000000000e+00
0.443462          	0.0000000000e+00
0.443934          	0.0000000000e+00
0.44447           	0.0000000000e+00
0.444926          	0.0000000000e+00
0.445446          	0.0000000000e+00
0.446028          	0.0000000000e+00
0.446494          	0.0000000000e+00
0.447013          	0.0000000000e+00
0.447533          	0.0000000000e+00
0.4481            	0.0000000000e+00
0.448525          	0.0000000000e+00
0.449003          	0.0000000000e+00
0.449526          	0.0000000000e+00
0.450003          	0.0000000000e+00
0.450457          	0.0000000000e+00
0.450959          	0.0000000000e+00
0.451435          	0.0000000000e+00
0.45197           	0.0000000000e+00
0.452472          	0.0000000000e+00
0.453051          	0.0000000000e+00
0.45346           	0.0000000000e+00
0.453869          	0.0000000000e+00
0.45434           	0.0000000000e+00
0.454812          	0.0000000000e+00
0.455331          	0.0000000000e+00
0.45585           	0.0000000000e+00
0.456311          	0.0000000000e+00
0.456838          	0.0000000000e+00
0.45729           	0.0000000000e+00
0.457741          	0.0000000000e+00
0.458193          	0.0000000000e+00
0.458494          	0.0000000000e+00
0.458871          	0.0000000000e+00
0.459247          	0.0000000000e+00
0.459624          	0.0000000000e+00
0.46              	0.0000000000e+00
0.460426          	0.0000000000e+00
0.460903          	0.0000000000e+00
0.461433          	0.0000000000e+00
0.461964          	0.0000000000e+00
0.462565          	0.0000000000e+00
0.462894          	0.0000000000e+00
0.463266          	0.0000000000e+00
0.463684          	0.0000000000e+00
0.464125          	0.0000000000e+00
0.464621          	0.0000000000e+00
0.465191          	0.0000000000e+00
0.465835          	0.0000000000e+00
0.466359          	0.0000000000e+00
0.466884          	0.0000000000e+00
0.467409          	0.0000000000e+00
0.467828          	0.0000000000e+00
0.468221          	0.0000000000e+00
0.468657          	0.0000000000e+00
0.469048          	0.0000000000e+00
0.469486          	0.0000000000e+00
0.469987          	0.0000000000e+00
0.470576          	0.0000000000e+00
0.471047          	0.0000000000e+00
0.471574          	0.0000000000e+00
0.47207           	0.0000000000e+00
0.472598          	0.0000000000e+00
0.473034          	0.0000000000e+00
0.473443          	0.0000000000e+00
0.473829          	0.0000000000e+00
0.47427           	0.0000000000e+00
0.474791          	0.0000000000e+00
0.475264          	0.0000000000e+00
0.475659          	0.0000000000e+00
0.476093          	0.0000000000e+00
0.476581          	0.0000000000e+00
0.477151          	0.0000000000e+00
0.477558          	0.0000000000e+00
0.478047          	0.0000000000e+00
0.478535          	0.0000000000e+00
0.478901          	0.0000000000e+00
0.479267          	0.0000000000e+00
0.479634          	0.0000000000e+00
0.48              	0.0000000000e+00
0.480426          	0.0000000000e+00
0.48087           	0.0000000000e+00
0.481261          	0.0000000000e+00
0.481697          	0.0000000000e+00
0.482023          	0.0000000000e+00
0.48239           	0.0000000000e+00
0.48281           	0.0000000000e+00
0.483287          	0.0000000000e+00
0.483826          	0.0000000000e+00
0.484276          	0.0000000000e+00
0.484725          	0.0000000000e+00
0.485174          	0.0000000000e+00
0.485554          	0.0000000000e+00
0.485979          	0.0000000000e+00
0.486313          	0.0000000000e+00
0.486683          	0.0000000000e+00
0.487099          	0.0000000000e+00
0.487577          	0.0000000000e+00
0.488117          	0.0000000000e+00
0.488711          	0.0000000000e+00
0.489145          	0.0000000000e+00
0.489579          	0.0000000000e+00
0.490053          	0.0000000000e+00
0.490577          	0.0000000000e+00
0.490969          	0.0000000000e+00
0.491421          	0.0000000000e+00
